site,time,year,month,day,hour,doy,          T,rain,alb,height
SWC,2021-08-22 22:00:00,2021,08,22,22,234,2.22,11.2,0.696,-0.356
SWC,2021-08-22 23:00:00,2021,08,22,23,234,2.37,11.2,0.697,-0.357
SWC,2021-08-23 00:00:00,2021,08,23,00,235,2.13,11.2,0.698,-0.356
SWC,2021-08-23 01:00:00,2021,08,23,01,235,1.78,11.2,0.700,-0.353
SWC,2021-08-23 02:00:00,2021,08,23,02,235,1.37,11.2,0.701,-0.352
SWC,2021-08-23 03:00:00,2021,08,23,03,235,1.13,11.2,0.703,-0.353
SWC,2021-08-23 04:00:00,2021,08,23,04,235,0.88,11.2,0.703,-0.354
SWC,2021-08-23 05:00:00,2021,08,23,05,235,0.50,11.2,0.700,-0.353
SWC,2021-08-23 06:00:00,2021,08,23,06,235,0.73,11.2,0.697,-0.353
SWC,2021-08-23 07:00:00,2021,08,23,07,235,0.53,11.2,0.695,-0.352
SWC,2021-08-23 08:00:00,2021,08,23,08,235,0.82,11.2,0.694,-0.350
SWC,2021-08-23 09:00:00,2021,08,23,09,235,0.85,11.2,0.693,-0.351
SWC,2021-08-23 10:00:00,2021,08,23,10,235,0.90,11.2,0.695,-0.350
SWC,2021-08-23 11:00:00,2021,08,23,11,235,0.92,11.2,0.696,-0.351
SWC,2021-08-23 12:00:00,2021,08,23,12,235,1.22,11.2,0.698,-0.350
SWC,2021-08-23 13:00:00,2021,08,23,13,235,1.60,11.2,0.701,-0.350
SWC,2021-08-23 14:00:00,2021,08,23,14,235,1.80,11.2,0.703,-0.349
SWC,2021-08-23 15:00:00,2021,08,23,15,235,2.17,11.2,0.703,-0.352
SWC,2021-08-23 16:00:00,2021,08,23,16,235,2.40,11.2,0.703,-0.353
SWC,2021-08-23 17:00:00,2021,08,23,17,235,2.35,11.2,0.703,-0.356
SWC,2021-08-23 18:00:00,2021,08,23,18,235,2.45,11.2,0.703,-0.352
SWC,2021-08-23 19:00:00,2021,08,23,19,235,2.47,11.2,0.703,-0.352
SWC,2021-08-23 20:00:00,2021,08,23,20,235,2.60,11.2,0.703,-0.356
SWC,2021-08-23 21:00:00,2021,08,23,21,235,2.57,11.2,0.703,-0.365
SWC,2021-08-23 22:00:00,2021,08,23,22,235,2.65,11.2,0.702,-0.361
SWC,2021-08-23 23:00:00,2021,08,23,23,235,2.63,11.2,0.703,-0.358
